employee_id,employee_name,department,designation,employment_status,base_salary,overtime_hours,overtime_rate,attendance_days,working_days,attendance_status,salary_paid,salary_payment_date,exit_date,bank_account,salary_leakage_flag,overtime_abuse_flag,ghost_employee_flag,duplicate_salary_flag
EMP1615,Keerthana,IT,Senior Analyst,Active,22871,19,297,23,26,Present,25409,2025-01-09,2025-01-21,32612831,No,No,No,No
EMP1616,Keerthana,Operations,Lead,Exited,66002,12,292,1,26,Present,62438,2025-01-13,2024-12-20,82033055,No,No,No,No
EMP1617,Arun,HR,Manager,Active,69812,16,221,11,26,Missing,130410,2025-01-12,2025-01-25,23970740,No,No,Yes,No
EMP1618,Ramesh,Operations,Lead,Active,42626,35,371,25,26,Present,130238,2025-01-11,2024-12-14,75447994,No,Yes,No,No
EMP1619,Meena,IT,Executive,Active,79979,32,582,20,26,Absent,115359,2025-01-12,2025-01-02,22809213,No,Yes,No,No
EMP1620,Naveen,Sales,Manager,Active,96057,0,333,15,26,Present,27869,2025-01-30,2024-12-10,59192004,No,No,No,No
EMP1621,Deepak,Operations,Executive,Active,86668,14,224,3,26,Present,121260,2025-01-18,2024-12-16,44379197,Yes,No,No,No
EMP1622,Vijay,Sales,Senior Analyst,Active,119003,12,384,7,26,Present,76862,2025-01-30,2024-12-04,27684867,No,No,No,No
EMP1623,Santhosh,HR,Analyst,Active,100070,16,284,1,26,Present,107937,2025-01-12,2024-12-27,86891221,Yes,No,No,No
EMP1624,Deepak,Sales,Manager,Active,109390,23,254,9,26,Present,45958,2025-01-16,2024-12-28,32824162,No,No,No,No
EMP1625,Rohit,Sales,Senior Analyst,Active,62998,7,450,8,26,Present,96302,2025-01-05,2025-01-12,76871281,Yes,No,No,No
EMP1626,Ganesh,Finance,Senior Analyst,Active,83814,26,343,22,26,Present,39768,2025-01-20,2024-12-16,27767607,No,Yes,No,No
EMP1627,Pavithra,Finance,Manager,Active,65607,22,550,14,26,Present,116330,2025-01-25,2025-01-28,60095425,No,No,No,No
EMP1628,Kavya,Support,Executive,Active,27812,7,597,12,26,Present,46145,2025-01-12,2025-01-21,33612300,No,No,No,No
EMP1629,Manoj,Finance,Senior Analyst,Active,81844,7,366,22,26,Missing,95622,2025-01-21,2025-01-02,65230489,No,No,Yes,Yes
EMP1630,Aishwarya,Sales,Lead,Active,90093,25,423,16,26,Present,128739,2025-01-25,2025-01-17,97833141,No,No,No,No
EMP1631,Aishwarya,IT,Senior Analyst,Active,22179,12,419,15,26,Absent,46442,2025-01-11,2024-12-19,66530628,No,No,No,No
EMP1632,Deepak,Sales,Executive,Active,63798,38,378,1,26,Present,101948,2025-01-09,2024-12-21,79424002,Yes,Yes,No,No
EMP1633,Hari,IT,Executive,Active,94601,36,318,19,26,Absent,143585,2025-01-30,2024-12-22,59633572,No,Yes,No,No
EMP1634,Shalini,IT,Lead,Active,28275,27,464,19,26,Present,45596,2025-01-18,2024-12-09,50140674,No,Yes,No,No
EMP1635,Pavithra,Finance,Senior Analyst,Active,70574,24,349,13,26,Absent,95791,2025-01-30,2024-12-09,39875646,No,No,No,No
EMP1636,Ramesh,Operations,Executive,Active,67857,15,414,2,26,Present,62406,2025-01-25,2024-12-09,77658530,No,No,No,No
EMP1637,Ganesh,HR,Manager,Active,40700,1,396,22,26,Present,60524,2025-01-03,2024-12-27,81091891,No,No,No,No
EMP1638,Aishwarya,Finance,Analyst,Active,59464,17,241,11,26,Present,43332,2025-01-20,2024-12-17,51230294,No,No,No,No
EMP1639,Lakshmi,Finance,Analyst,Active,62351,16,252,7,26,Present,130160,2025-01-17,2025-01-13,75316731,Yes,No,No,No
EMP1640,Shalini,Operations,Analyst,Active,113330,29,529,1,26,Present,35764,2025-01-14,2025-01-26,51901563,No,Yes,No,No
EMP1641,Arun,HR,Senior Analyst,Active,114319,38,450,3,26,Present,47563,2025-01-01,2025-01-14,55827857,No,Yes,No,No
EMP1642,Naveen,Sales,Lead,Active,102534,12,494,13,26,Present,107675,2025-01-17,2024-12-08,81891833,No,No,No,No
EMP1643,Arun,Support,Executive,Active,33869,31,577,15,26,Absent,56370,2025-01-25,2024-12-16,38301216,No,Yes,No,No
EMP1644,Nithya,Support,Manager,Active,80315,28,470,18,26,Present,25062,2025-01-27,2024-12-18,79168281,No,Yes,No,No
EMP1645,Praveen,Sales,Manager,Active,113688,29,322,1,26,Present,64645,2025-01-08,2025-01-28,51351983,No,Yes,No,No
EMP1646,Arun,Finance,Senior Analyst,Active,40954,17,566,11,26,Present,142759,2025-01-05,2025-01-02,17794087,No,No,No,No
EMP1647,Santhosh,HR,Analyst,Active,51555,12,586,13,26,Present,27244,2025-01-05,2024-12-01,62740007,No,No,No,No
EMP1648,Naveen,Finance,Senior Analyst,Active,83353,20,538,5,26,Present,26372,2025-01-09,2024-12-12,31587590,No,No,No,No
EMP1649,Pavithra,IT,Lead,Active,102190,29,465,12,26,Present,125409,2025-01-03,2024-12-06,95718840,No,Yes,No,No
EMP1650,Arun,Finance,Lead,Active,65026,20,547,3,26,Missing,146248,2025-01-19,2025-01-10,75090055,Yes,No,Yes,No
EMP1651,Lakshmi,Finance,Executive,Active,66976,16,228,21,26,Absent,105501,2025-01-23,2025-01-24,62774015,No,No,No,No
EMP1652,Divya,Sales,Executive,Active,100578,39,234,17,26,Absent,137450,2025-01-09,2024-12-05,41227450,No,Yes,No,No
EMP1653,Revathi,Sales,Lead,Active,111502,18,205,11,26,Present,84471,2025-01-22,2025-01-28,46093497,No,No,No,No
EMP1654,Karthik,Sales,Lead,Active,65095,14,595,19,26,Absent,130533,2025-01-30,2024-12-16,24989214,No,No,No,No
EMP1655,Kavya,Support,Lead,Active,34270,8,310,21,26,Present,36956,2025-01-18,2024-12-18,28803307,No,No,No,No
EMP1656,Vijay,IT,Senior Analyst,Active,50908,9,493,20,26,Present,60473,2025-01-16,2025-01-18,41695058,No,No,No,No
EMP1657,Hari,Sales,Lead,Exited,35523,30,276,18,26,Present,33894,2025-01-01,2024-12-18,69910590,No,Yes,No,No
EMP1658,Geetha,HR,Manager,Active,82433,22,548,7,26,Present,130584,2025-01-02,2024-12-01,22489289,Yes,No,No,No
EMP1659,Swathi,Support,Analyst,Active,67068,29,346,6,26,Present,118918,2025-01-14,2024-12-19,13731622,Yes,Yes,No,No
EMP1660,Manoj,Operations,Lead,Active,39991,32,266,15,26,Present,89586,2025-01-14,2025-01-23,57466955,No,Yes,No,No
EMP1661,Karthik,HR,Analyst,Active,30775,8,591,18,26,Present,36709,2025-01-01,2024-12-08,58860516,No,No,No,No
EMP1662,Naveen,HR,Senior Analyst,Exited,97801,0,207,5,26,Present,101258,2025-01-26,2024-12-03,86213551,Yes,No,No,No
EMP1663,Suresh,Sales,Analyst,Active,104995,34,321,19,26,Present,138428,2025-01-26,2025-01-27,23595880,No,Yes,No,No
EMP1664,Hari,Operations,Senior Analyst,Active,81250,10,539,20,26,Present,35210,2025-01-25,2024-12-25,46642118,No,No,No,No
EMP1665,Ganesh,Operations,Manager,Active,36673,33,374,10,26,Present,69510,2025-01-16,2025-01-27,10954227,No,Yes,No,No
EMP1666,Sneha,Support,Senior Analyst,Active,47056,15,587,4,26,Present,122081,2025-01-15,2024-12-05,22832377,Yes,No,No,No
EMP1667,Ajith,Operations,Senior Analyst,Exited,26614,8,378,15,26,Absent,58674,2025-01-26,2025-01-24,71041997,No,No,No,No
EMP1668,Lakshmi,IT,Executive,Exited,27415,31,284,6,26,Present,145251,2025-01-15,2025-01-09,40691270,Yes,Yes,No,No
EMP1669,Suresh,Sales,Lead,Active,108691,14,244,4,26,Present,120025,2025-01-12,2024-12-19,47626908,Yes,No,No,No
EMP1670,Vijay,Operations,Lead,Active,63884,11,335,10,26,Present,37733,2025-01-16,2024-12-18,55964380,No,No,No,No
EMP1671,Naveen,Support,Manager,Active,36964,32,542,14,26,Present,40080,2025-01-14,2025-01-19,98714056,No,Yes,No,No
EMP1672,Manoj,IT,Manager,Active,57726,13,215,2,26,Absent,122200,2025-01-29,2025-01-22,41334729,Yes,No,No,No
EMP1673,Ramesh,Finance,Lead,Active,57044,7,532,25,26,Present,73412,2025-01-24,2024-12-31,51813714,No,No,No,No
EMP1674,Lakshmi,Finance,Executive,Active,77149,7,394,4,26,Present,144476,2025-01-15,2025-01-02,20306743,Yes,No,No,No
EMP1675,Sneha,IT,Lead,Active,57544,26,208,22,26,Absent,78971,2025-01-23,2025-01-16,79560414,No,Yes,No,No
EMP1676,Santhosh,Support,Executive,Active,69976,11,515,20,26,Present,59709,2025-01-15,2024-12-18,79190416,No,No,No,No
EMP1677,Hari,IT,Manager,Exited,52252,0,533,4,26,Present,79846,2025-01-19,2025-01-26,74630508,Yes,No,No,No
EMP1678,Divya,Sales,Analyst,Active,23832,39,532,8,26,Present,85480,2025-01-08,2025-01-08,40120919,Yes,Yes,No,No
EMP1679,Anitha,Sales,Manager,Active,110811,10,526,14,26,Present,131768,2025-01-02,2024-12-16,41225096,No,No,No,No
EMP1680,Keerthana,Finance,Manager,Exited,100437,38,214,2,26,Present,72960,2025-01-02,2024-12-16,27955858,No,Yes,No,No
EMP1681,Lakshmi,Operations,Senior Analyst,Active,54148,30,526,5,26,Present,123550,2025-01-27,2025-01-16,82490726,Yes,Yes,No,No
EMP1682,Arun,Support,Senior Analyst,Active,81240,16,301,16,26,Missing,61152,2025-01-10,2025-01-07,76993650,No,No,Yes,No
EMP1683,Naveen,Finance,Senior Analyst,Exited,108454,32,425,25,26,Present,47250,2025-01-03,2025-01-10,25233162,No,Yes,No,No
EMP1684,Keerthana,Operations,Senior Analyst,Exited,105076,31,477,20,26,Present,105765,2025-01-23,2024-12-07,21030140,No,Yes,No,No
EMP1685,Geetha,Operations,Executive,Active,97116,28,312,7,26,Present,137265,2025-01-17,2024-12-14,26210635,Yes,Yes,No,No
EMP1686,Kavya,Sales,Lead,Active,73459,20,200,20,26,Missing,68137,2025-01-08,2025-01-12,87128441,No,No,Yes,No
EMP1687,Karthik,HR,Analyst,Active,58402,20,465,24,26,Absent,102011,2025-01-28,2025-01-22,78843305,No,No,No,No
EMP1688,Meena,HR,Manager,Active,77727,39,407,10,26,Present,138922,2025-01-23,2025-01-17,61584524,No,Yes,No,No
EMP1689,Lakshmi,IT,Executive,Active,58578,22,309,5,26,Present,143360,2025-01-04,2024-12-25,54636414,Yes,No,No,No
EMP1690,Vijay,Sales,Analyst,Active,110453,5,399,7,26,Present,141280,2025-01-14,2025-01-01,51491540,Yes,No,No,No
EMP1691,Hari,Operations,Executive,Active,42318,21,568,9,26,Present,66412,2025-01-21,2025-01-07,12960841,Yes,No,No,No
EMP1692,Hari,Support,Executive,Active,95715,37,505,23,26,Present,63876,2025-01-10,2024-12-22,34522289,No,Yes,No,No
EMP1693,Ganesh,HR,Manager,Active,97787,36,211,2,26,Present,114547,2025-01-29,2025-01-28,24115491,Yes,Yes,No,No
EMP1694,Anitha,Operations,Lead,Active,105029,7,544,22,26,Present,93664,2025-01-01,2024-12-16,46147291,No,No,No,No
EMP1695,Lakshmi,HR,Senior Analyst,Active,40466,34,387,13,26,Missing,70227,2025-01-04,2025-01-21,17992388,No,Yes,Yes,No
EMP1696,Swathi,HR,Lead,Exited,115742,10,353,22,26,Present,52450,2025-01-01,2024-12-29,99653284,No,No,No,No
EMP1697,Geetha,HR,Manager,Active,65475,23,567,13,26,Missing,104433,2025-01-17,2024-12-16,85988985,No,No,Yes,No
EMP1698,Shalini,Support,Manager,Active,80142,20,533,9,26,Present,93704,2025-01-26,2024-12-12,90027516,Yes,No,No,No
EMP1699,Naveen,Sales,Manager,Active,105160,1,576,11,26,Present,26861,2025-01-17,2024-12-17,93421863,No,No,No,No
EMP1700,Santhosh,Support,Analyst,Active,46564,39,478,5,26,Present,127294,2025-01-07,2025-01-06,56267957,Yes,Yes,No,No
EMP1701,Naveen,Finance,Lead,Active,42412,18,370,11,26,Present,81914,2025-01-23,2024-12-27,97061681,No,No,No,No
EMP1702,Vijay,Operations,Lead,Active,113526,38,333,22,26,Present,83888,2025-01-20,2024-12-25,78849448,No,Yes,No,No
EMP1703,Rohit,Sales,Executive,Active,71001,27,224,13,26,Present,99286,2025-01-15,2024-12-13,97103276,No,Yes,No,No
EMP1704,Nithya,Sales,Executive,Active,77649,16,217,1,26,Present,81293,2025-01-13,2024-12-08,40173030,Yes,No,No,No
EMP1705,Hari,Sales,Executive,Active,80957,5,389,8,26,Present,102524,2025-01-28,2025-01-25,55809257,Yes,No,No,No
EMP1706,Lakshmi,Sales,Manager,Active,55517,18,340,9,26,Absent,88515,2025-01-02,2024-12-05,48805640,Yes,No,No,No
EMP1707,Arun,Support,Lead,Active,33156,37,242,25,26,Present,43524,2025-01-28,2024-12-12,68857661,No,Yes,No,No
EMP1708,Karthik,Sales,Manager,Active,43064,27,533,16,26,Present,27065,2025-01-19,2025-01-10,48998987,No,Yes,No,No
EMP1709,Divya,IT,Analyst,Active,45711,1,483,16,26,Present,57684,2025-01-24,2024-12-03,68568491,No,No,No,No
EMP1710,Suresh,Operations,Executive,Active,50106,37,345,2,26,Missing,108720,2025-01-13,2025-01-04,71227669,Yes,Yes,Yes,No
EMP1711,Aishwarya,Sales,Manager,Active,85458,36,514,18,26,Present,53365,2025-01-24,2025-01-02,45659471,No,Yes,No,No
EMP1712,Manoj,Operations,Manager,Active,36589,3,518,0,26,Present,78876,2025-01-11,2025-01-26,62396446,Yes,No,No,No
EMP1713,Rohit,IT,Analyst,Active,109272,21,291,11,26,Present,43704,2025-01-27,2024-12-22,63182066,No,No,No,No
EMP1714,Divya,IT,Senior Analyst,Exited,106511,25,378,6,26,Present,77857,2025-01-22,2025-01-19,46674242,No,No,No,No
EMP1715,Divya,Operations,Lead,Active,27214,35,255,3,26,Missing,25622,2025-01-15,2025-01-25,44376361,No,Yes,Yes,No
EMP1716,Nithya,HR,Senior Analyst,Active,116117,12,354,9,26,Present,103797,2025-01-10,2025-01-13,83756026,No,No,No,No
EMP1717,Sneha,Finance,Executive,Active,105731,31,359,12,26,Present,130468,2025-01-09,2024-12-09,98796753,No,Yes,No,No
EMP1718,Keerthana,HR,Manager,Active,47127,16,310,1,26,Present,113955,2025-01-27,2025-01-10,74237209,Yes,No,No,No
EMP1719,Pavithra,HR,Analyst,Active,25141,35,336,9,26,Present,120003,2025-01-28,2024-12-18,80881081,Yes,Yes,No,No
EMP1720,Meena,Support,Analyst,Active,48884,18,431,20,26,Missing,111141,2025-01-09,2025-01-19,58754833,No,No,Yes,No
EMP1721,Ganesh,HR,Lead,Active,110421,34,419,21,26,Present,114707,2025-01-20,2024-12-29,45582274,No,Yes,No,No
EMP1722,Divya,Sales,Senior Analyst,Active,22708,39,267,24,26,Present,107700,2025-01-28,2025-01-08,99098361,No,Yes,No,No
EMP1723,Hari,Support,Lead,Active,38375,27,501,3,26,Present,135404,2025-01-01,2024-12-27,84827606,Yes,Yes,No,No
EMP1724,Karthik,Support,Manager,Active,35088,0,448,17,26,Present,131733,2025-01-17,2025-01-05,37553666,No,No,No,No
EMP1725,Ajith,IT,Lead,Exited,77615,17,522,4,26,Absent,99332,2025-01-12,2025-01-14,79415512,Yes,No,No,No
EMP1726,Swathi,HR,Analyst,Active,65046,39,591,18,26,Present,122390,2025-01-10,2024-12-17,77103289,No,Yes,No,No
EMP1727,Pavithra,IT,Analyst,Active,30014,32,205,1,26,Present,116856,2025-01-05,2025-01-25,70196331,Yes,Yes,No,No
EMP1728,Rahul,Operations,Executive,Active,84425,11,479,11,26,Absent,86201,2025-01-30,2025-01-03,60023219,No,No,No,No
EMP1729,Manoj,Finance,Executive,Active,23273,7,293,16,26,Present,52694,2025-01-29,2025-01-15,35474534,No,No,No,No
EMP1730,Praveen,Support,Manager,Active,67135,23,468,9,26,Present,109766,2025-01-18,2024-12-03,47458301,Yes,No,No,No
EMP1731,Divya,Operations,Senior Analyst,Active,50881,15,396,1,26,Present,42995,2025-01-15,2024-12-05,89773767,No,No,No,No
EMP1732,Santhosh,Operations,Lead,Active,117022,3,224,5,26,Missing,112320,2025-01-06,2024-12-14,62783624,No,No,Yes,No
EMP1733,Ganesh,Sales,Manager,Active,98077,37,347,7,26,Present,100141,2025-01-07,2024-12-03,26018797,Yes,Yes,No,No
EMP1734,Deepak,Finance,Executive,Active,28712,26,317,18,26,Present,102999,2025-01-17,2024-12-23,20740829,No,Yes,No,No
EMP1735,Pavithra,Operations,Lead,Active,94704,8,537,10,26,Present,28419,2025-01-06,2025-01-08,65011666,No,No,No,No
EMP1736,Manoj,Operations,Executive,Active,72874,15,566,24,26,Present,67952,2025-01-08,2024-12-30,79889460,No,No,No,No
EMP1737,Revathi,Finance,Lead,Active,89087,11,537,11,26,Present,143028,2025-01-12,2025-01-19,14040015,No,No,No,No
EMP1738,Karthik,Finance,Senior Analyst,Active,32297,30,265,8,26,Present,53837,2025-01-21,2025-01-14,81979671,Yes,Yes,No,No
EMP1739,Nithya,Operations,Manager,Active,47128,23,500,1,26,Present,90799,2025-01-14,2024-12-23,97963491,Yes,No,No,No
EMP1740,Manoj,Finance,Lead,Active,88368,13,569,7,26,Present,68877,2025-01-12,2024-12-27,65230489,No,No,No,Yes
EMP1741,Nithya,Operations,Analyst,Active,114019,24,374,25,26,Present,126255,2025-01-23,2025-01-23,99642237,No,No,No,No
EMP1742,Sneha,Operations,Analyst,Active,107599,33,518,10,26,Absent,65687,2025-01-10,2024-12-10,17356148,No,Yes,No,No
EMP1743,Sneha,Sales,Lead,Active,108499,2,275,20,26,Missing,119667,2025-01-22,2024-12-25,26304297,No,No,Yes,No
EMP1744,Ajith,HR,Lead,Active,98958,23,313,3,26,Present,57276,2025-01-20,2024-12-13,29578545,No,No,No,No
EMP1745,Arun,Operations,Lead,Exited,52920,8,310,9,26,Present,54523,2025-01-15,2024-12-16,24370051,Yes,No,No,No
EMP1746,Kavya,IT,Analyst,Active,31156,25,448,20,26,Present,86055,2025-01-07,2025-01-10,24885447,No,No,No,No
EMP1747,Santhosh,Support,Analyst,Active,31108,19,402,19,26,Present,74615,2025-01-26,2025-01-03,69012055,No,No,No,No
EMP1748,Anitha,HR,Lead,Exited,51845,39,346,15,26,Absent,116642,2025-01-09,2025-01-24,85686346,No,Yes,No,No
EMP1749,Naveen,HR,Executive,Active,22800,9,234,7,26,Present,130040,2025-01-10,2025-01-06,71028692,Yes,No,No,No
EMP1750,Swathi,HR,Executive,Active,62712,18,508,3,26,Present,30514,2025-01-10,2024-12-22,26414776,No,No,No,No
EMP1751,Hari,Sales,Senior Analyst,Active,22610,2,225,9,26,Absent,67456,2025-01-16,2024-12-17,67059545,Yes,No,No,No
EMP1752,Revathi,Operations,Manager,Exited,97603,23,437,11,26,Present,27233,2025-01-29,2024-12-23,48988394,No,No,No,No
EMP1753,Keerthana,Sales,Executive,Active,53872,4,213,13,26,Present,21102,2025-01-07,2025-01-23,41671087,No,No,No,No
EMP1754,Shalini,Operations,Analyst,Active,30728,2,573,15,26,Present,86133,2025-01-28,2025-01-05,63367513,No,No,No,No
EMP1755,Keerthana,Sales,Executive,Active,115102,26,244,21,26,Present,66715,2025-01-30,2025-01-18,30660640,No,Yes,No,No
EMP1756,Praveen,Sales,Senior Analyst,Active,115319,15,415,17,26,Present,105193,2025-01-05,2024-12-09,22825630,No,No,No,No
EMP1757,Keerthana,Support,Senior Analyst,Active,40583,14,432,20,26,Absent,130545,2025-01-23,2025-01-21,69437423,No,No,No,No
EMP1758,Manoj,IT,Manager,Active,105774,34,392,21,26,Absent,124085,2025-01-03,2024-12-02,63563013,No,Yes,No,No
EMP1759,Anitha,Sales,Executive,Active,27263,11,250,20,26,Present,129101,2025-01-18,2025-01-01,16766699,No,No,No,No
EMP1760,Revathi,Support,Analyst,Active,87450,25,574,11,26,Missing,26256,2025-01-11,2025-01-25,28502049,No,No,Yes,No
EMP1761,Karthik,Finance,Analyst,Active,109285,33,413,17,26,Present,141946,2025-01-15,2025-01-19,85302285,No,Yes,No,No
EMP1762,Anitha,IT,Lead,Active,39456,22,350,6,26,Absent,128684,2025-01-21,2025-01-22,87410986,Yes,No,No,No
EMP1763,Swathi,Sales,Analyst,Active,111118,30,474,19,26,Present,84800,2025-01-20,2025-01-28,47318472,No,Yes,No,No
EMP1764,Arun,HR,Manager,Active,85942,19,537,23,26,Absent,148900,2025-01-05,2024-12-22,99996873,No,No,No,No
EMP1765,Lakshmi,Finance,Manager,Active,33689,11,275,22,26,Missing,114937,2025-01-24,2025-01-12,83662719,No,No,Yes,No
EMP1766,Ajith,Finance,Analyst,Active,52934,22,419,6,26,Present,61548,2025-01-12,2024-12-13,63992528,Yes,No,No,No
EMP1767,Lakshmi,Support,Analyst,Active,53276,3,547,8,26,Missing,92090,2025-01-04,2024-12-08,52150667,Yes,No,Yes,No
EMP1768,Ganesh,Finance,Lead,Active,39873,22,386,0,26,Absent,98200,2025-01-15,2025-01-28,99668735,Yes,No,No,No
EMP1769,Ajith,IT,Analyst,Active,33050,0,488,25,26,Absent,62367,2025-01-09,2024-12-01,30423493,No,No,No,No
EMP1770,Revathi,Sales,Lead,Active,86216,24,227,5,26,Present,148845,2025-01-07,2024-12-17,28369426,Yes,No,No,No
EMP1771,Naveen,Sales,Lead,Active,104444,1,578,5,26,Absent,133815,2025-01-10,2024-12-12,12918634,Yes,No,No,No
EMP1772,Keerthana,HR,Analyst,Active,104040,29,379,21,26,Absent,109922,2025-01-29,2024-12-04,83671208,No,Yes,No,No
EMP1773,Ganesh,Support,Senior Analyst,Active,41644,2,452,11,26,Present,90382,2025-01-28,2025-01-22,17401628,No,No,No,No
EMP1774,Vijay,HR,Senior Analyst,Active,82021,20,325,21,26,Missing,147602,2025-01-23,2024-12-13,97770565,No,No,Yes,No
EMP1775,Naveen,Finance,Lead,Active,57125,24,376,11,26,Present,146270,2025-01-13,2024-12-31,19818968,No,No,No,No
EMP1776,Meena,HR,Analyst,Exited,86899,19,236,9,26,Present,146320,2025-01-29,2025-01-10,10829119,Yes,No,No,No
EMP1777,Nithya,IT,Senior Analyst,Active,62291,21,298,22,26,Present,46205,2025-01-08,2025-01-28,42658904,No,No,No,No
EMP1778,Ajith,Sales,Analyst,Active,55060,20,297,25,26,Present,45570,2025-01-12,2024-12-07,87395343,No,No,No,No
EMP1779,Revathi,Finance,Analyst,Active,21538,32,326,5,26,Present,50255,2025-01-22,2024-12-23,72905267,Yes,Yes,No,No
EMP1780,Revathi,HR,Analyst,Active,56176,37,367,16,26,Present,41182,2025-01-24,2024-12-24,54433999,No,Yes,No,No
EMP1781,Revathi,Support,Executive,Active,61520,14,279,18,26,Missing,59373,2025-01-19,2024-12-05,78163717,No,No,Yes,No
EMP1782,Swathi,IT,Analyst,Active,45675,14,493,17,26,Present,63019,2025-01-26,2024-12-05,15042596,No,No,No,No
EMP1783,Pavithra,IT,Executive,Active,38287,24,532,5,26,Present,82619,2025-01-26,2024-12-17,83533652,Yes,No,No,No
EMP1784,Deepak,HR,Lead,Active,20174,20,325,23,26,Present,36043,2025-01-30,2024-12-30,80495107,No,No,No,No
EMP1785,Keerthana,Sales,Senior Analyst,Active,112268,23,542,18,26,Present,65532,2025-01-01,2024-12-09,68456545,No,No,No,No
EMP1786,Priya,HR,Senior Analyst,Active,54998,4,509,9,26,Missing,121290,2025-01-16,2024-12-06,52229925,Yes,No,Yes,No
EMP1787,Santhosh,Finance,Senior Analyst,Active,73312,5,349,23,26,Present,85936,2025-01-22,2024-12-25,46999515,No,No,No,No
EMP1788,Naveen,HR,Senior Analyst,Active,32112,22,215,7,26,Absent,39239,2025-01-17,2024-12-19,92553680,Yes,No,No,No
EMP1789,Anitha,IT,Senior Analyst,Active,95225,3,227,20,26,Present,30416,2025-01-25,2024-12-16,58669254,No,No,No,No
EMP1790,Rahul,HR,Senior Analyst,Active,64814,26,372,23,26,Present,23412,2025-01-30,2024-12-21,93106517,No,Yes,No,No
EMP1791,Suresh,Sales,Senior Analyst,Active,105091,17,245,5,26,Present,101976,2025-01-18,2024-12-02,11535410,No,No,No,No
EMP1792,Karthik,Support,Lead,Active,70719,20,527,20,26,Present,44406,2025-01-11,2024-12-10,10349760,No,No,No,No
EMP1793,Nithya,Operations,Analyst,Active,53919,27,435,24,26,Present,21875,2025-01-18,2024-12-16,41390940,No,Yes,No,No
EMP1794,Meena,HR,Manager,Exited,93155,34,413,6,26,Present,139231,2025-01-07,2025-01-06,17490526,Yes,Yes,No,No
EMP1795,Naveen,Sales,Executive,Active,91569,21,284,23,26,Present,57066,2025-01-18,2024-12-15,69956920,No,No,No,No
EMP1796,Hari,Sales,Manager,Active,61328,39,481,0,26,Absent,122072,2025-01-26,2024-12-13,39579729,Yes,Yes,No,No
EMP1797,Rahul,Support,Manager,Active,90482,22,431,17,26,Present,25752,2025-01-08,2024-12-13,88327906,No,No,No,No
EMP1798,Praveen,IT,Analyst,Exited,44618,2,284,23,26,Present,106753,2025-01-06,2025-01-01,10296177,No,No,No,No
EMP1799,Vijay,Sales,Analyst,Active,54675,39,264,24,26,Present,98025,2025-01-30,2025-01-14,66406173,No,Yes,No,No
EMP1800,Rahul,Sales,Analyst,Active,38919,9,333,19,26,Present,21353,2025-01-07,2025-01-16,63738081,No,No,No,No
EMP1801,Santhosh,Sales,Senior Analyst,Active,24173,24,350,11,26,Absent,46986,2025-01-23,2025-01-15,72321193,No,No,No,No
EMP1802,Sneha,Sales,Lead,Active,46400,7,314,15,26,Present,106907,2025-01-22,2024-12-08,44733850,No,No,No,No
EMP1803,Vijay,Finance,Senior Analyst,Active,70445,10,263,9,26,Present,124901,2025-01-10,2025-01-12,10994199,Yes,No,No,No
EMP1804,Lakshmi,Finance,Lead,Exited,90305,4,542,9,26,Missing,34691,2025-01-11,2024-12-18,65838946,No,No,Yes,No
EMP1805,Arun,IT,Lead,Active,57564,36,562,13,26,Present,89847,2025-01-25,2025-01-25,28696614,No,Yes,No,No
EMP1806,Nithya,HR,Manager,Active,65814,37,551,24,26,Present,68075,2025-01-13,2025-01-05,83825351,No,Yes,No,No
EMP1807,Arun,Sales,Manager,Active,99747,28,357,19,26,Present,30794,2025-01-09,2024-12-26,74113169,No,Yes,No,No
EMP1808,Anitha,Support,Lead,Active,108791,4,276,9,26,Present,88470,2025-01-07,2024-12-10,59303116,No,No,No,No
EMP1809,Lakshmi,HR,Lead,Active,47962,8,345,9,26,Absent,36406,2025-01-09,2024-12-31,71965356,No,No,No,No
EMP1810,Anitha,Support,Senior Analyst,Active,104892,1,542,25,26,Absent,95930,2025-01-13,2025-01-02,38588402,No,No,No,No
EMP1811,Keerthana,HR,Senior Analyst,Active,105842,0,424,24,26,Missing,135897,2025-01-26,2024-12-29,27962838,No,No,Yes,No
EMP1812,Suresh,IT,Manager,Exited,90533,39,512,10,26,Present,46872,2025-01-03,2024-12-05,47747339,No,Yes,No,No
EMP1813,Ajith,Sales,Analyst,Active,76184,29,302,22,26,Present,61708,2025-01-03,2024-12-13,83738928,No,Yes,No,No
EMP1814,Manoj,Sales,Lead,Active,102912,10,546,1,26,Absent,135492,2025-01-01,2024-12-01,44099933,Yes,No,No,No
EMP1815,Aishwarya,Operations,Senior Analyst,Active,30578,27,500,24,26,Present,126629,2025-01-21,2024-12-23,72606357,No,Yes,No,No
EMP1816,Sneha,Support,Manager,Exited,38624,11,287,19,26,Present,40800,2025-01-20,2025-01-09,39108395,No,No,No,No
EMP1817,Swathi,HR,Senior Analyst,Active,59194,38,570,7,26,Present,63397,2025-01-02,2024-12-03,76975323,Yes,Yes,No,No
EMP1818,Naveen,HR,Lead,Active,20389,25,502,22,26,Present,143313,2025-01-25,2024-12-03,99085119,No,No,No,No
EMP1819,Lakshmi,Finance,Lead,Active,119303,12,367,6,26,Present,57909,2025-01-03,2024-12-07,53955276,No,No,No,No
